Amenity,Type,Latitude,Longitude
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.345512,103.7312191
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2927033,103.8109589
Sheng Siong Supermarket Pte Ltd,Supermarket,1.375635,103.8719964
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3209929,103.8703899
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2864535,103.8082424
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2930178,103.8269408
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3204296,103.8438921
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3692489,103.8483992
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.315363,103.8494345
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3126545,103.8725417
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2848073,103.829298
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.323796,103.8556706
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3113934,103.8564871
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.277077,103.8314258
"Jewish Welfare Board, Singapore, The",Supermarket,1.2982732,103.8505995
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3058558,103.8329843
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3714092,103.8470828
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2745882,103.8434707
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.327084,103.8464764
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.392138,103.8724905
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.294879,103.8576755
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.308806,103.8613119
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.2746179,103.8443195
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.391393,103.8760676
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3862183,103.8929955
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2866802,103.8137663
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.370894,103.8563965
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3632158,103.8354453
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3190934,103.8639053
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3388907,103.8489933
Sf (313) Pte. Ltd.,Supermarket,1.294879,103.8576755
Your Grocer Private Limited,Supermarket,1.2880768,103.8270812
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.2802276,103.8533493
Pan Pacific International Holdings Pte. Ltd.,Supermarket,1.3113934,103.8564871
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3217664,103.8866727
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3259406,103.93164
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3697994,103.8730357
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3014195,103.9071126
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3123075,103.9252345
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3285565,103.8853499
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3083616,103.9079888
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3463481,103.7124293
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3850683,103.7449503
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3452814,103.9453442
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.39418,103.9129764
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.355421,103.9343152
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3771407,103.953599
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3823369,103.8936078
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3543155,103.9450194
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3717799,103.8941653
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3651607,103.8650418
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.40461,103.9086656
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.37743,103.9037128
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3534961,103.9396835
U Stars Supermarket Pte. Ltd.,Supermarket,1.351264,103.9293638
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3552428,103.9316236
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4028784,103.9131957
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4350778,103.7866196
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4538451,103.8195433
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4495664,103.8186411
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3091821,103.7925474
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3806051,103.7600415
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4310639,103.790454
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3783497,103.7627411
Cutech Green Ventures Pte. Ltd.,Supermarket,1.4533436,103.7956824
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4279999,103.836142
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.439916,103.8007012
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.308492,103.7845981
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.4179992,103.8412364
Sheng Siong Supermarket Pte Ltd,Supermarket,1.431098,103.7985076
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3488884,103.8496919
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3502394,103.8484776
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3723118,103.8936616
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3736183,103.8857488
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3575755,103.8840384
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.375667,103.8794502
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3724498,103.9497156
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3526723,103.9443879
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.3374047,103.9217747
Song Fish Dealer Pte Ltd,Supermarket,1.323651,103.9221029
U Stars Pte. Ltd.,Supermarket,1.4151763,103.8398303
Sheng Siong Supermarket Pte Ltd,Supermarket,1.302038,103.7980217
L M Meat Pte. Ltd.,Supermarket,1.323651,103.9221029
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3670005,103.9646177
Oh Beng Guan,Supermarket,1.3639382,103.751896
Iroha International Pte. Ltd.,Supermarket,1.2849988,103.844697
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3646254,103.847677
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3873953,103.8691359
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3052347,103.9050149
Culina Pte Ltd,Supermarket,1.3041751,103.8095261
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3336223,103.8509778
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.28692,103.8186735
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3246357,103.9310688
Prime Supermarket Limited,Supermarket,1.4399836,103.8012931
Ng Toh Tet,Supermarket,1.3515184,103.7194964
Hao Mart Pte. Ltd.,Supermarket,1.3354535,103.8633879
Chua & Ng Pte. Ltd.,Supermarket,1.3320509,103.914145
Loch Grocer Pte. Ltd.,Supermarket,1.3499554,103.7177048
Tanesei Trading Pte. Ltd.,Supermarket,1.3068488,103.7882145
Archana Supermarket Pte. Ltd.,Supermarket,1.3204842,103.7267228
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4500086,103.8141109
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3423928,103.7762505
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3366757,103.7837091
Isetan (Singapore) Limited?,Supermarket,1.3340252,103.742586
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.341591,103.69702
Prime Supermarket Limited,Supermarket,1.3487264,103.698292
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3473717,103.7436981
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.350189,103.7490219
Tanesei Retailing Pte. Ltd.,Supermarket,1.352361,103.9437848
Little Farms Pte. Ltd.,Supermarket,1.2767249,103.8451553
Mahota Food Pte. Ltd.,Supermarket,1.352361,103.9437848
Song Fish Dealer Pte Ltd,Supermarket,1.352361,103.9437848
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3081188,103.7860493
Sheng Siong Supermarket Pte Ltd,Supermarket,1.377892,103.8564119
Isymi Pte Ltd,Supermarket,1.355309,103.8878571
The Seafood Market Place (By Song Fish) Pte. Ltd.,Supermarket,1.3146921,103.8944805
Toh Guan Mini Mart Pte Ltd,Supermarket,1.3383265,103.7535361
Kader Hasna Marican,Supermarket,1.3331457,103.6952481
"Tang Ker An, Timothy",Supermarket,1.320625,103.9347342
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3790477,103.7729374
Mm Sundry Shop Pte.Ltd.,Supermarket,1.4546465,103.8044767
Al Marche Pte Ltd,Supermarket,1.2807694,103.8526585
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3308174,103.7956923
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3102554,103.7953504
The Alaska Guys Pte. Ltd.,Supermarket,1.3121224,103.9111859
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4405381,103.8009775
Song Fish Dealer Pte Ltd,Supermarket,1.4296984,103.8357764
Sheng Siong Supermarket Pte Ltd,Supermarket,1.38824,103.7695753
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3977987,103.8816988
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4005311,103.9105369
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.2826343,103.8255957
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3626745,103.7641729
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.316544,103.8942893
Tanesei Retailing Pte. Ltd.,Supermarket,1.3052347,103.9050149
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3840058,103.7710296
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3780561,103.7389318
U Stars Pte. Ltd.,Supermarket,1.3740579,103.74616
Fortune Supermarket Pte. Ltd.,Supermarket,1.4483415,103.8010571
Hao Mart Pte. Ltd.,Supermarket,1.450262,103.8225347
U Stars Supermarket Pte. Ltd.,Supermarket,1.4032271,103.895387
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4037193,103.906138
Ang Mo Supermarket Pte Ltd,Supermarket,1.3994611,103.9160545
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4056604,103.9119912
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3077851,103.8570109
Swiss Butchery Pte Ltd,Supermarket,1.3056116,103.8229629
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3225731,103.8142455
Cp Management Services Private Limited,Supermarket,1.3267439,104.0035784
Vinayak Traders Pte. Ltd.,Supermarket,1.3192381,103.7328824
Taste (Singapore) Private Limited,Supermarket,1.3105297,103.7961052
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4330319,103.8416008
Prime Supermarket (1996) Pte Ltd,Supermarket,1.3774396,103.7443832
Cavemen Pte. Ltd.,Supermarket,1.3269654,103.8436742
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3076686,103.8281644
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.301978,103.8397588
Prime Supermarket (1996) Pte Ltd,Supermarket,1.346764,103.6788181
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3127532,103.9236578
Mohamad Damar Hulan Bin Osman,Supermarket,1.3171497,103.9039651
The Foodspree Pte Ltd,Supermarket,1.3129044,103.8997112
Hao Mart Pte. Ltd.,Supermarket,1.3070606,103.9237697
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3314268,103.948257
Sheng Siong Supermarket Pte Ltd,Supermarket,1.338242,103.9233039
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.368998,103.9586476
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3696862,103.9479224
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.38085,103.8793091
L M Meat Pte. Ltd.,Supermarket,1.3204296,103.8438921
Fishop Pte. Ltd.,Supermarket,1.288614,103.8050099
Hong Heng Seng,Supermarket,1.281197,103.8434373
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3350243,103.7466382
U Stars Supermarket Pte. Ltd.,Supermarket,1.3177028,103.7690767
Kek Hong Heng,Supermarket,1.3180098,103.7319489
Lim King Chew,Supermarket,1.3627144,103.8939805
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3011913,103.9051135
Prime Supermarket (1996) Pte Ltd,Supermarket,1.320625,103.9347342
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3782976,103.7540714
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3200004,103.887363
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3390447,103.855541
Mcp Fairmart Pte Ltd,Supermarket,1.3323346,103.9380512
One Eight Shop Pte. Ltd.,Supermarket,1.3365846,103.7376233
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.358317,103.7495798
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3330664,103.9310913
Hao Mart Pte. Ltd.,Supermarket,1.359985,103.9582476
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4306182,103.8287629
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.277795,103.8193413
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3100811,103.7885328
Prime Supermarket Limited,Supermarket,1.3485753,103.7427086
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4160187,103.8350007
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3298721,103.9019297
Ang Mo Supermarket Pte Ltd,Supermarket,1.3717034,103.8799389
En Frozen Pte Ltd,Supermarket,1.3167251,103.8979774
Laurels Foods Suppliers Pte Ltd,Supermarket,1.3204417,103.7789724
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4275054,103.8371252
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4315052,103.7735156
Teo Bobby,Supermarket,1.353671,103.8707568
Shahul Hameed S/O Abdusalam,Supermarket,1.3475351,103.9517027
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.346699,103.7572767
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3532316,103.8714728
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3056057,103.915376
Sheng Siong Supermarket Pte Ltd,Supermarket,1.329181,103.8882484
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.436114,103.8376052
Prime Supermarket (1996) Pte Ltd,Supermarket,1.3807904,103.7519544
Tan Chuan Boon,Supermarket,1.3662094,103.8951448
Sheng Siong Supermarket Pte Ltd,Supermarket,1.321619,103.8593827
Prime Supermarket Limited,Supermarket,1.3420178,103.6914831
Mcp Fairmart Pte Ltd,Supermarket,1.3337534,103.7393713
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3314336,103.9368654
Hao Mart Pte. Ltd.,Supermarket,1.3247158,103.8577528
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.24715,103.839555
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.2620633,103.8186255
L M Meat Pte. Ltd.,Supermarket,1.3035826,103.7652845
U Stars Pte. Ltd.,Supermarket,1.377543,103.7497
Guru'S Marketing Pte. Ltd.,Supermarket,1.3192381,103.7328824
Isetan (Singapore) Limited?,Supermarket,1.305809,103.8315073
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3097333,103.7686373
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3017613,103.7693693
Sheng Siong Supermarket Pte Ltd,Supermarket,1.2953196,103.8097585
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.2938935,103.8531199
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3024241,103.8346761
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3321127,103.857378
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2909091,103.8031076
Ntuc Fairprice Co-Operative Ltd,Supermarket,1.2849988,103.844697
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3173346,103.8434631
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3792452,103.887832
Teo Bobby,Supermarket,1.3247604,103.9243702
Loh Nyen Yiu,Supermarket,1.3027512,103.8651636
Archana Provision Stores Pte. Ltd,Supermarket,1.3192381,103.7328824
Kingsmart Pte. Ltd.,Supermarket,1.3162104,103.7325271
Ap House Pte. Ltd.,Supermarket,1.2783073,103.8507951
Hao Mart Pte. Ltd.,Supermarket,1.3117954,103.9368945
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.321447,103.9554194
U Stars Supermarket Pte. Ltd.,Supermarket,1.3968497,103.8892467
U Stars Supermarket Pte. Ltd.,Supermarket,1.3897702,103.8927871
Prime Supermarket (1996) Pte Ltd,Supermarket,1.3736839,103.8714169
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3518449,103.8360536
Phan Nee Investments (S) Pte Ltd,Supermarket,1.4451832,103.8379632
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4173833,103.8329799
Gw Trader Pte. Ltd.,Supermarket,1.4183313,103.8964478
Phang Nee Enterprise Pte. Ltd.,Supermarket,1.3207879,103.7297513
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4108192,103.9003716
Four Seasons Organic Market Pte. Ltd.,Supermarket,1.3011913,103.9051135
The Butcher (Singapore) Pte. Ltd.,Supermarket,1.3011913,103.9051135
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3142786,103.7713505
Sheng Siong Supermarket Pte Ltd,Supermarket,1.352393,103.7157595
Thng Saik Mong,Supermarket,1.3221239,103.7702659
Hao Mart Pte. Ltd.,Supermarket,1.3580352,103.8482084
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3543649,103.9600421
Sheng Siong Supermarket Pte Ltd,Supermarket,1.4507497,103.7968465
Mahota Food Pte. Ltd.,Supermarket,1.308327,103.8620058
Guru'S Marketing Pte. Ltd.,Supermarket,1.3204842,103.7267228
Vinayak Traders Pte. Ltd.,Supermarket,1.3204842,103.7267228
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4456228,103.7981409
Chennai Trading & Supermart Pte. Ltd.,Supermarket,1.3204842,103.7267228
Ajmal Trade Mart Pte. Ltd.,Supermarket,1.406312,103.7605617
L M Meat Pte. Ltd.,Supermarket,1.334325,103.9623893
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3192381,103.7328824
Sun Trg & Con Pte Ltd,Supermarket,1.451325,103.7910951
Sheng Siong Supermarket Pte Ltd,Supermarket,1.2870827,103.8415801
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3920941,103.89498
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4417671,103.824495
Song Fish Dealer Pte Ltd,Supermarket,1.2849988,103.844697
Song Fish Dealer Pte Ltd,Supermarket,1.3398301,103.7064608
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3664536,103.9645985
Ng Chai Seng,Supermarket,1.2739294,103.8253107
Prime Supermarket Limited,Supermarket,1.3589463,103.7503658
Ang Ken Chua,Supermarket,1.3806279,103.7415201
Hao Mart Pte. Ltd.,Supermarket,1.331773,103.9242364
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3721016,103.9319998
Sarathi Stores Pte Ltd,Supermarket,1.3374849,103.8870041
Sivamani Minimart Pte Ltd,Supermarket,1.3388823,103.8861092
Hao Mart Pte. Ltd.,Supermarket,1.373079,103.8296308
Alternative Selection Pte. Ltd.,Supermarket,1.3366147,103.7869692
Tuas South Minimart Pte. Ltd.,Supermarket,1.2706771,103.6361447
Nps Impex Pte. Ltd,Supermarket,1.2989514,103.6275179
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3501124,103.7245987
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3487848,103.7034156
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3601237,103.7675423
Gowri'S Global Marketing Pte. Ltd.,Supermarket,1.4107221,103.7683959
Balasubramaniyan Kannadasan,Supermarket,1.4359453,103.7540084
Ajmal Trade Mart Pte. Ltd.,Supermarket,1.4306935,103.7592372
De Esperto Minimart Pte. Ltd.,Supermarket,1.4512206,103.7978534
Phan Nee Trading Llp,Supermarket,1.4613885,103.8181112
Bangladesh Super Market Pte. Ltd.,Supermarket,1.4534369,103.8325263
Labiba Enterprise Pte. Ltd.,Supermarket,1.3965741,103.8728515
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.381997,103.897031
Shafen Supermarket & Trading (S) Pte. Ltd.,Supermarket,1.3364179,103.7518073
Ys Logistics (S) Pte. Ltd.,Supermarket,1.3085934,103.7223168
Malar Marketing Pte. Ltd.,Supermarket,1.313358,103.6274369
Sadia Supermarket & Trading (S) Pte. Ltd.,Supermarket,1.3106942,103.63019
Gowri'S Global Marketing Pte. Ltd.,Supermarket,1.328886,103.6771299
Kavi Traders Pte. Ltd.,Supermarket,1.3133223,103.6279169
Bismillah Minimart Pte. Ltd.,Supermarket,1.4075432,103.7580949
Fortune Supermarket Pte. Ltd.,Supermarket,1.455512,103.8145402
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4527362,103.8172492
Prime Supermarket Limited,Supermarket,1.3965261,103.9088507
U Stars Supermarket Pte. Ltd.,Supermarket,1.4054135,103.8968238
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3835804,103.7707683
Hao Mart Pte. Ltd.,Supermarket,1.37343,103.773924
Prime Supermarket (1996) Pte Ltd,Supermarket,1.4253984,103.833259
Sheng Siong Supermarket Pte Ltd,Supermarket,1.3559021,103.9459121
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3745492,103.9370881
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4248993,103.8472497
Prime Supermarket Limited,Supermarket,1.3232896,103.9241496
Sheng Siong Supermarket Pte Ltd,Supermarket,1.332402,103.9255006
Hao Mart Pte. Ltd.,Supermarket,1.3193502,103.9436323
Prime Supermarket (1996) Pte Ltd,Supermarket,1.3520905,103.8793145
Prime Supermarket Limited,Supermarket,1.3948481,103.8960422
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.4427533,103.790548
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.37423,103.8394891
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3456077,103.8826958
D-Ron Investments Pte. Ltd.,Supermarket,1.4169078,103.8960187
Ajmal Super Mart Pte. Ltd.,Supermarket,1.3139645,103.6257646
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3075623,103.8293522
Song Fish Dealer Pte Ltd,Supermarket,1.3332002,103.7431704
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.3161774,103.8378149
Cold Storage Singapore (1983) Pte Ltd,Supermarket,1.2835587,103.8585057
Ng Lian Tee,Supermarket,1.3316647,103.8070338
Tan Pak Nang,Supermarket,1.3331232,103.8788419
Hao Mart Pte. Ltd.,Supermarket,1.313469,103.8770047
Prb Trading Pte. Ltd.,Supermarket,1.3120887,103.8773892
Sheng Siong Supermarket Pte Ltd,Supermarket,1.31272,103.8786415
I-Tec Supermart Pte Ltd,Supermarket,1.3132886,103.8851531
Yeo Hock Heng,Supermarket,1.313576,103.8818777
Az Supermart Pte. Ltd.,Supermarket,1.3380967,103.9099466
Foodie Market Place Pte. Ltd.,Supermarket,1.3060863,103.8961496
Zac Meat & Poultry Pte Ltd,Supermarket,1.3157493,103.925857